qid,qstr,candidates,cnt
219,ekg,"['452773', 'SKH534429645', 'HECLINETHN70837', 'NLM8810769', 'SKH165639075', 'C952541641', 'C952348972', 'SKH73377945X', 'NLM38130550R', 'SKH177260742', 'ZBSPORT007201686', 'THIEME10_1055_s_0036_1582154', '568693', '804051', 'HECLINETHND_Z_69_02303', 'HECLINETHNI_2_72_04189', 'NLM9703130', 'SKH011511249', '171178', 'KUP4008', 'SKH159678323', 'HECLINETHN10951', 'C806424', 'C816424', 'C816436', 'C952406944', 'C506966', 'C495919', 'C621247', 'C500201', 'C952540375', 'NLM8219552', 'NLM8809513', 'NLM38130120R', 'NLM38130110R', 'NLM38130100R', 'NLM38130040R', 'NLM38130090R', 'NLM38130130R', 'NLM0115517', 'NLM0257147', 'NLM0012467', 'NLM101185610', 'SKH01262778X', 'SKH163586292', 'SKH012629219', 'SKH010693629', 'SKH191113468', 'SKH159433096', 'SKH018637558', 'SVM234140720', 'C952348967', 'C690062', 'SKH253421713', 'SKH773423265', 'SKH165638869', 'SKH165471506', 'SKH165638893', 'SVM737304391', 'SKH826194095', 'SKH010872779', '451048', '452494', '606984', '13514', '217278', '437805', '239930', '464158', '12589', '90502', 'ZBSPORT006390909', 'ZBSPORT000613299', 'ZBSPORT016720463', 'M5977320', '464421', 'C951824680', 'C952355910', 'C21049', 'CC_BIBNET_careum108526', 'HECLINETHN114815', 'HECLINETHN10359', 'HECLINETHNI_1_71_05861', 'HECLINETHND_1_71_00746', 'HECLINETHN68428', 'HECLINETHN40931', 'HECLINETHN31590', 'HECLINETHN12283', 'HECLINETHN12563', 'HECLINETHNI_Z_69_05376', 'C952078588', 'C952414872', 'C952307238', 'C952286153', 'C952229115', 'C952435975', 'C603004', 'C653253', 'NLM9413318', 'NLM8901407A']",100
218,reanimation,"['31545', 'C952219028', 'C30253', 'C952055834', 'C951846709', 'C951921873', 'C951978467', 'C951861885', 'C952514979', 'C952352622', 'C952435650', 'C519589', 'C611046', 'C619633', 'SKH014393638', 'SKH012840998', 'SKH014546035', 'SKH132835266', 'C952123728', 'C951942407', 'C952453264', 'C952635687', 'C951910706', 'C951916610', '151098', '233231', 'C951974798', 'C952156504', 'C952724785', 'THIEME10_1055_a_0585_3002', 'THIEME10_1055_s_0043_121700', 'C952270604', 'THIEME10_1055_s_0032_1325804', 'THIEME10_1055_s_0042_101358', 'THIEME10_1055_s_2001_15866', 'THIEME10_1055_a_0608_5762', 'C952657963', 'C952604284', 'THIEME10_1055_s_2006_932612', 'C952212315', 'THIEME10_1055_s_0042_104357', 'C810214', 'NLM7611455', 'C683960', 'C585681', '872923', 'NLM8907830', '843432', 'C952057436', 'C491394', 'C952086627', 'C952072398', 'C701918', 'C759469', 'C676352', 'C701990', 'C734148', 'C725135', 'C751290', 'C763504', 'C952047331', 'C512986', 'C50350', 'C20147', 'C564860', 'C569083', 'C727500', 'C664337', 'C605702', 'C527866', 'C776786', 'C810225', 'C810218', 'C951857291', 'C810232', 'C951849835', 'C951899176', 'C951876461', 'C952061623', 'C952083135', 'C951979875', 'C951979872', 'C952012898', 'C951975019', 'C951955934', 'C951928661', 'C951901590', 'C771648', 'C771365', 'C647674', 'C952376369', 'C952331967', 'C952261474', 'C952397697', 'C952511213', 'C952525606', 'C952331189', 'C497705', 'C540654', 'C42921']",100
217,anorexia AND nervosa,"['19531', 'NLM100885198', 'M11749905', 'NLM9604079', 'B6313', 'M516520', 'NLM101096593', 'NLM101083975', 'NLM101252657', 'M18879638', 'M18879637', 'M14122714', 'M545632', 'SKH393064670', 'M14699840', 'M14026344', 'NLM8307115', 'NLM8200664', 'NLM8400595A', 'NLM8507663', 'NLM8002165', 'NLM9100157', 'NLM8009691', 'NLM0132304', 'NLM0221745', 'NLM8201357', 'M13736871', '166338', 'M5532060', 'NLM9712538', 'M15176274', 'NLM101187015', 'M7019673', 'NLM7805717', 'NLM8302796', 'NLM101302912', 'SKH024336947', 'SKH02434401X', '107904', '106600', '110961', 'M6530198', 'M5928745', 'NLM101519537', 'M13808795', 'M14187557', 'M18246889', 'SKH156826569', 'C635078', 'SKH010026916', 'SKH01478937X', 'SKH159018846', 'SKH014654709', 'SKH315095067', '479467', '171928', '254518', 'ZBSPORT012811568', '258663', 'M5003921', 'M3831599', 'M9385628', 'M5199467', 'M14094690', 'C952607554', 'M8259011', 'M6579384', 'NLM9715846', 'M5509309', 'M3775900', 'NLM8804386', 'NLM101211359', 'NLM101548934', 'NLM101308186', '161908', '126495', '71788', 'ZBSPORT002782917', 'M419034', 'M3781321', 'M7122805', 'SKH161764681', 'SKH046105174', '218942', '13568', '86914', '109214', 'M9643864', 'M717259', 'M270791', 'M6554437', 'M6923758', 'M6926578', 'M7439473', 'M7223005', 'M12603919', 'M5100732', 'M426580', 'M22250225', 'M5115562']",100
201,immunologie,"['236510', '132282', 'ULIDAT02084468', 'SKH505964619', 'SKH733405908', 'SKH569654645', 'SKH774414081', 'SVM733405908', 'SKH820083739', 'JKI569654645', 'MRI505964619', 'MRI569654645', 'JKI505964619', 'FLI569654645', 'FLI505964619', 'BFR569654645', 'ZBSPORT012989637', 'ZBSPORT013035456', 'ZBSPORT012989144', 'B3772032', 'FLI607713089', 'C951972125', 'SKH511830106', 'SKH17054009X', '601625', 'ULIDAT02059029', 'SKH607713089', 'ZBSPORT012894608', 'ZBSPORT013022356', '1044208', 'B1661315', '472157', '43811', 'FLI129270016', 'BFR129270016', 'SKH129270016', 'TIB129270016', 'SVM129270016', '349423', 'B143033', 'B62772', 'JKI158485785', 'C951943850', 'SKH039123456', 'SKH505966891', 'SVM158485785', 'MRI039123456', 'ULIDAT02088867', 'SKH65428377X', 'SKH569655013', 'SOMED372615', 'SOMED312451', 'SVM65428377X', '7377', 'BFR054322782', 'FLI505966891', 'FLI158485785', '504969', 'B77735', 'B3450507', 'B3182', 'B2608259', 'C718086', 'C951938374', 'C951938384', 'C951938378', 'C952561248', 'SVM324744269', 'SKH182568571', 'SKH324744269', 'SKH320416240', '944883', 'TIB324744269', 'TIB320416240', '351324', '351310', 'SVM320416240', 'BFR119241218', 'SKH025025589', 'SVM313471630', 'B387127', 'SVM746009585', 'SKH600954803', '290537', '996100', 'FLI774414081', 'FLI313471630', 'BFR774414081', 'SKH125317638', '907980', 'C951938375', '341219', 'FLI359389325', 'THIEME10_1055_s_0043_107391', 'B83233', 'SKH123569206', 'SVM349459630', 'JKI129288713', 'IPK170285995', 'SVM130027073']",100
188,klimawandel AND in AND china,"['ZBW59000767X', 'ZBW527101397', 'SKH632231831', 'ZBW571802850', 'ZBW260650633', 'TIB796308578', 'SKH821562894', 'SKH796308578', 'ZBW507296605', 'ZBW581722132', 'ZBW539871516', 'ZBW260321591', 'ZBW655940022', 'ZBW715004905', 'ZBW26086756X', 'ZBW607590696', 'ZBW576774510', 'ZBW58463109X', 'SKH341814644', 'SKH736470700', 'ZBW310403030', 'ZBW309031397', 'ZBW355747057', 'ZBW376107669', 'ZBW612158942', 'ZBW514476443', 'ZBW736470700', 'ZBW260782394', 'ZBW261083309', 'ZBW341814644', 'ZBW550834311', 'SKH550834311', 'ZBW846269600', 'ZBW585582750', 'ZBW812565207', 'ZBW827946392', 'ZBW614079659', 'ZBW573210764', 'ZBW261221019', 'ZBW361803125', 'ZBW258264195', 'ZBW304098612', 'ZBW769359574', 'ZBW300220421', 'ZBW595294316', 'ZBW608999342', 'ZBW610405349', 'ZBW569604966', 'ZBW521206545', 'ZBW594032792', 'ZBW646424440', 'ZBW369869281', 'ZBW369869133', 'ZBW574443614', 'ZBW659408511', 'ZBW558146465', 'ZBW611496860', 'ZBW757510264', 'UFORDAT00088690', 'ZBW588358568', 'ZBW601906640', 'ZBW619933003', 'ZBW634191640', 'ZBW519873009', 'ZBW511602979', 'ZBW66499802X', 'ZBW556422643', 'ZBW73206581X', 'ZBW672207044', 'ZBW798811285', 'ZBW797224084', 'ZBW258212918', 'ZBW260955647', 'ZBW261251570', 'ZBW837160006', 'ZBW516514520', 'ZBW654080283', 'ZBW261125559', 'ZBW654189005', 'ZBW855330449', 'ZBW610404253', 'ZBW522415369', 'ZBW321356535', 'ZBW730448894', 'ZBW547097387', 'ZBW635038153', 'MRI885627644', 'ZBW588357413', 'ZBW885627644', 'B2958869', 'ZBW261176722', 'ZBW260813060', 'ZBW588418420', 'ZBW636539172', 'ZBW612160254', 'ZBW619007508', 'ZBW635828103', 'ZBW260515876', 'ZBW1022191810', 'ZBW612313174']",100
189,corona AND virus,"['C952727239', 'C952728477', 'COVID19::10683f2d9219140ee0b7472e3247e4276', 'COVID19::1c523059db68cb5ccedeb959b7308679d', 'COVID19::1134e19dd20aaacf0d5095b064d9838c4', 'COVID19::106c69c45a4a5cf95daf13e4bd877e1d4', 'COVID19::1ab14138b640b0b20579301f2354118df', 'COVID19::1e63551a9e4914e1286d306bf0f2850ed', 'AGRICOLACAIN739171366', 'AGRICOLACAIN779102113', 'C952736036', '113776', 'M32587891', 'COVID19::11651c211b12a63a4cb4936a4b90a86d3', 'C952725062', 'C952743063', 'COVID19::1ef5f218c21f55dba1f7399598380b549', 'COVID19::17eae42c128ccdc95bbaaab3d8a86cda0', 'BASE::ftfloridasu:oai:fsu.digital.flvc.org:fsu_749255', 'BASE::ftfloridastunidc:oai:fsu.digital.flvc.org:fsu_749255', 'COVID19::12abfafd9784bdfb88788b435591dafd3', 'COVID19::15e147f7a5733651434395222c8805e9a', 'B215055', 'COVID19::16edf485b83f4b510be8e000642e62178', 'COVID19::1b949cad60c439b580d9d34a5dbe58351', 'COVID19::1da5e02309e54f75dfc378e9d6f22f17c', 'COVID19::17387ea9d6ad10e2ac765e17fda2409ff', 'BASE::ftagakhanuniv:oai:ecommons.aku.edu:jam-1067', 'COVID19::12547b8db9b9c4421a2aafd3b849f8839', 'COVID19::191091831c44181d3051e6cc0f1ea9f02', 'COVID19::1351309de3fa74b0d60a69b9ac117da09', 'COVID19::1bb58f420411895f142eccd6a8da499a4', '1128001', 'C952727043', 'CC_BIBNET_bibnet35452', 'C952732758', 'BASE::crtranscript:10.14361/9783839454329-023', 'COVID19::1d0f82a97664d80c575e1f9820f4938b0', 'M32233162', 'COVID19::1d830cc65046ed7af1bfa3ff7d1048bac', 'COVID19::1877069f4ec420326a85bc53c1e3329f9', 'COVID19::1fc024d0c92f07d2e721c76465db7ce3c', 'M32415825', 'M32327852', 'M32346175', 'BASE::crwiley:10.1111/oet.12773', 'COVID19::1d0c68f5909e3bf5d6af0f143ca896efe', 'COVID19::11c09b94c2e5660a82789fdc82caf62f3', 'COVID19::1fb164d937ac2b3fdfe5548859efbb092', 'COVID19::10e316882d1acaf04e00427ff4c1e5bd3', 'COVID19::1187b20af0e7baf4bc1d55fc4f609a7fb', 'COVID19::1b2de859c7d061c2738f967e4573e7301', 'M32615772', 'COVID19::169218ca72c5dde017a91e09ac7d5ddae', 'COVID19::1463fb4f196ab519f14820410e6d1aa45', 'COVID19::131b10940beae087b3bc0297c92ee1e70', 'COVID19::16b5de90dbe46c1f96d28c964d3132258', 'COVID19::116e86dee3259daab37a00dd2abc08125', 'COVID19::15734c71c69887d48e96068ebda6f228f', 'COVID19::1221df028bb9206bfb996489598ba0c56', 'COVID19::1c845485f7c2a32832347bd71ccebaad5', 'M32268400', 'M4319736', 'M32288776', 'M28794876', 'BASE::crcenteros:10.31219/osf.io/tf26r', 'AGRICOLACAIN759123150', 'BASE::ftunivthmojs:oai:publisher.uthm.edu.my/ojs:article/6835', 'NLM2661280R', 'M33109003', 'COVID19::1f5e409439d95743cb64a52037a1d23e9', 'BASE::ftdoajarticles:oai:doaj.org/article:7bc0b12bc8e34564ab0ed7f07c0d7518', 'C952727527', 'M32216253', 'COVID19::1e03a96c15d2f046a085d29e679fd45a6', 'BASE::ftunipiemonteori:oai:iris.uniupo.it:11579/113255', 'BASE::crcenteros:10.31219/osf.io/zexc9', 'BASE::ftcunivdallas:oai:digitalcommons.udallas.edu:covid-videos-1000', 'BASE::crinformauk:10.2147/prbm.s264235', 'COVID19::11ab67e63414911a8c8546dc73dce3aab', 'COVID19::11cd0ad87038f538151a714cd2aa2f71a', 'COVID19::1ee04bab57e860efe5afde377f6f3dcd2', 'M32205266', 'M32247929', 'M32253007', 'BASE::ftulancaster:oai:eprints.lancs.ac.uk:144157', 'BASE::fttexasamucorpus:oai:tamucc-ir.tdl.org:1969.6/88071', 'BASE::crelsevierbv:10.2139/ssrn.3669810', 'BASE::ftnottinghtrentu:oai:irep.ntu.ac.uk:40835', 'BASE::crelsevierbv:10.2139/ssrn.3568847', 'BASE::ftzenodo:oai:zenodo.org:4079818', 'BASE::ftzenodo:oai:zenodo.org:4079838', 'BASE::ftzenodo:oai:zenodo.org:4079848', 'BASE::crelsevierbv:10.1016/j.jor.2020.06.002', 'BASE::crspringernat:10.1007/s40745-020-00289-7', 'BASE::crmedknow:10.4103/ds.ds_5_20', 'BASE::ftzenodo:oai:zenodo.org:4064338', 'COVID19::1389e10cde4f07afb0908c74589fba94a', 'COVID19::1382ed4d6a7ca39da92dd351410f431cc', 'COVID19::1492029b6a4d50805bb7ba320e0f7e9a6']",100
190,krankenhaus,"['57088', 'EZB111005', '51826', 'C952714558', 'C952719471', '150305', 'C952012642', 'C952004867', 'THIEME10_1055_s_0029_1243482', 'THIEME10_1055_s_2007_968035', 'THIEME10_1055_s_0030_1253269', 'C536720', 'SOMED387283', 'HECLINETHND_1_72_03503', 'NLM18210260R', '154434', 'C765102', 'C951910682', 'C791047', 'C816266', 'C791042', 'C601314', 'C599971', 'C658935', 'C608332', 'C536723', 'C587213', 'C952288196', 'C952351146', 'C952736380', 'C952558875', 'SOMED314128', 'SOMED408521', 'SOMED461045', 'SOMED553455', '726004', '466', '203732', 'C951886075', 'C951955520', 'C952602319', 'C952628153', 'C952592325', '408779', '30068', 'EZB91657', 'C951887342', 'EZB231623', 'EZB33307', 'EZB97843', 'SKH344853462', 'SKH344853497', 'SKH344853438', 'SKH344853454', 'TIB17444852X', 'ULIDAT02368882', 'ULIDAT02263732', 'EZB269186', 'SKH816201420', 'SKH815886527', '557429', 'SOMED314127', 'SOMED314125', 'SOMED314130', 'SOMED604781', '307174', '282173', '369764', '47780', 'C951886597', 'C952273348', 'C952421336', 'C952183488', 'C952505179', 'C952497828', 'C952473649', 'C952532603', 'C952515503', 'C952719475', 'C952719479', 'C952592380', 'C952565276', 'C952716158', 'C952733107', 'C952351144', 'HECLINETHN57068', 'HECLINETHNI_Z_69_04984', 'ZBW197017797', '346042', 'C951955518', '146940', 'HECLINETHN56887', 'HECLINETHND_Z_69_02813', 'HECLINETHN59878', 'C952517479', 'C952276536', 'C952288201', 'SOMED306092', 'SKH623749661', 'HECLINETHND_Z_69_02370']",100
191,palliativ,"['CC_BIBNET_careum103965', 'C952072059', 'C951999675', 'C648544', '757040', 'C517434', 'C517422', 'C517421', 'C952074704', 'C952048010', 'CC_BIBNET_vtls001407221', 'THIEME10_1055_s_0030_1249312', 'THIEME10_1055_s_0034_1393890', 'C546738', 'C717404', 'C952054856', 'C952106466', 'SKH044600208', 'C952331646', 'C952427503', 'C952367438', 'C952341461', 'C951962607', 'C952487487', 'C952286053', 'C952235637', 'THIEME10_1055_a_0664_8820', 'THIEME10_1055_s_0032_1316502', 'THIEME10_1055_s_0033_1362760', 'C952586692', 'C952048407', 'C952057286', 'C952648812', 'C952648809', 'C952397525', 'M26440953', 'CC_BIBNET_vtls001457477', 'CC_BIBNET_vtls001475061', 'CC_BIBNET_vtls001475058', '884787', 'C951876293', 'CC_BIBNET_rudolfiner57619', 'CC_BIBNET_rudolfiner41138', 'CC_BIBNET_bibnet17613', 'CC_BIBNET_vtls001475064', 'M11838411', 'NLM101251692', 'SKH340874066', '920639', 'CC_BIBNET_vtls001475067', 'CC_BIBNET_vtls001475063', 'CC_BIBNET_careum104658', 'HECLINETHN223999', 'C952043696', 'C952044941', 'C951998409', 'NLM9413784', 'NLM9600117', 'NLM9812160', 'C952664118', 'CC_BIBNET_vtls001413723', 'CC_BIBNET_vtls001413724', 'CC_BIBNET_vtls001457475', 'CC_BIBNET_vtls001407227', 'THIEME10_1055_a_0661_0155', 'THIEME10_1055_s_0036_1594222', 'THIEME10_1055_s_0033_1361993', 'THIEME10_1055_s_0034_1393896', 'THIEME10_1055_s_0035_1552805', 'THIEME10_1055_s_0035_1564390', 'THIEME10_1055_s_0033_1362460', 'CC_BIBNET_bibnet19636', 'CC_BIBNET_bibnet23635', 'CC_BIBNET_vtls001450362', 'CC_BIBNET_vtls001442865', 'CC_BIBNET_vtls001442867', 'CC_BIBNET_vtls000875485', 'CC_BIBNET_vtls001461593', 'CC_BIBNET_vtls001461595', 'BASE::crthieme:10.1055/a-1148-3297', 'CC_BIBNET_bibnet34640', 'C952194155', 'C718758', 'C497263', 'C583734', 'C623627', 'C951905883', 'C951923438', 'C951857480', 'C814925', 'C951911553', 'C952033329', 'C952039443', 'C951969648', 'C951916864', 'C951990047', 'C634685', 'C782699', 'C673051', 'C676188']",100
192,rheuma,"['29528', 'CC_BIBNET_WEG6528', 'C952348964', '52711', 'C952210331', 'C952248996', 'C952036187', 'EZB64398', 'EZB148442', 'NLM8219839', 'TIB166445010', 'C952139917', 'C952139364', 'M27067999', 'NLM9111071', 'C952650440', 'C952179884', 'C951965486', 'EZB64978', '584055', '749442', 'C613950', 'C952530820', 'SKH161979157', 'THIEME10_1055_s_0035_1549487', 'C527016', 'C952067431', 'C803507', 'C952131967', 'THIEME10_1055_s_0037_1620063', 'C952585491', 'C952433875', 'C951885683', '1028714', 'C951907274', 'SKH166453072', 'C952459813', 'THIEME10_1055_s_0037_1618107', '30467', '261472', 'C951965430', 'C951965372', 'M20984812', 'C952261370', '707422', 'C952092005', 'TIB544133838', 'TIB535369611', '627040', 'C952418455', 'C952529899', 'C952324659', 'C952266079', 'C952112403', 'C952179888', 'C952496843', 'C952611267', 'C952630606', 'C952701600', 'C952659194', 'C952640740', 'CC_BIBNET_bibnet1081', 'CC_BIBNET_WEG3045', 'M33173547', 'COVID19::1c59bbc0b325f863ce7e89d2b7a64b147', '1011804', '1011803', '962093', 'C707946', 'C952459860', 'C952453737', '683009', 'C952367322', 'C952367333', 'C952529900', 'C952367328', 'C952367329', 'C952367327', 'C952367330', 'C952224808', 'C952412704', 'C952172614', 'C952112408', 'C952367325', 'C952367331', 'C952367332', 'C952172613', 'C952686018', 'M32834864', '1004692', '936595', 'C798122', 'THIEME10_1055_s_0035_1546785', 'THIEME10_1055_s_0042_119966', 'C515804', 'NLM7604303', '762289', 'SKH184030250', 'SKH222747897', 'SKH166214310']",100
193,handelsliberalisierung,"['ZBW255367910', 'ZBW261917579', 'ZBW335169945', 'ZBW257832890', 'ZBW256221472', 'ZBW260063126', 'ZBW260256110', 'ZBW257208941', 'ZBW261935321', 'ZBW261770799', 'ZBW271175370', 'SVM271175370', 'ZBW620089881', 'ZBW261098330', 'ZBW516985191', 'ZBW51994920X', 'SKH361148208', 'ZBW361148208', 'SKH127432027', 'TIB127432027', 'TIB042029546', 'ZBW62785365X', 'ZBW539975516', 'ZBW481814574', 'ZBW332176800', 'ZBW042029546', 'ZBW049833669', 'ZBW261545612', 'ZBW258227354', 'ZBW257715282', 'ZBW260285986', 'ZBW260704938', 'ZBW127432027', 'ZBW261803336', 'ZBW261963805', 'ZBW260333212', 'ZBW258895683', 'ZBW574380000', 'TIB304938890', 'ZBW304938890', 'SVM627076017', 'TIB25182716X', 'TIB627076017', 'TIB025650556', 'ZBW393451127', 'ZBW627076017', 'ZBW575159537', 'ZBW548074631', 'SKH025650556', 'MRI627076017', 'VTI627076017', 'JKI627076017', 'SKH774580860', 'ZBW774580860', 'ZBW049894048', 'ZBW049894005', 'ZBW260944769', 'ZBW260708925', 'ZBW25182716X', 'ZBW261756133', 'ZBW261953354', 'ZBW261636057', 'ZBW319372847', 'ZBW316519987', 'ZBW262074257', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:timport_mods_00047395', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:timport_mods_00038363', 'ZBW306459728', 'SKH251903281', 'SKH242832245', 'SKH042029732', 'SKH34663167X', 'TIB346296587', 'TIB042029732', 'TIB306459728', 'TIB025803077', 'ZBW301209863', 'ZBW309174619', 'ZBW309532086', 'ZBW271242027', 'ZBW309943485', 'ZBW326331212', 'ZBW318739771', 'ZBW32726358X', 'ZBW328517623', 'ZBW333989481', 'ZBW321555406', 'ZBW328021245', 'ZBW354755757', 'ZBW348816979', 'ZBW357003160', 'ZBW358715318', 'ZBW346296587', 'ZBW355033895', 'ZBW371221463', 'ZBW377267740', 'ZBW584671199', 'ZBW603834744', 'ZBW629461848', 'ZBW636826406']",100
194,apoplex,"['C952497751', 'THIEME10_1055_s_2003_44567', 'C951887041', 'C951892325', 'C951892324', 'C951949556', 'C952056977', 'C951914779', 'C736861', 'C951872504', 'C787446', 'C952585369', 'SOMED633206', 'C542507', 'ZBSPORT014563877', 'C952061026', 'THIEME10_1055_s_0031_1287752', 'C951887940', 'C951892114', 'CC_BIBNET_careum109837', 'THIEME10_1055_s_0035_1563588', 'C504434', 'C751125', 'C952071389', 'C736609', 'C800818', 'C708236', 'C680600', 'C718735', 'C730233', 'C735200', 'C745108', 'C744909', 'C731543', 'C952062017', 'C952042245', 'C521904', 'C504961', 'C29713', 'C504948', 'C674779', 'C706914', 'C717349', 'C813182', 'C736863', 'C753739', 'C753486', 'C951851564', 'C951848682', 'C951876045', 'C951892323', 'C951893153', 'C951889683', 'C951902112', 'C951888494', 'C951890234', 'C951908008', 'C951960141', 'C951923836', 'C951886505', 'C951876048', 'C952039227', 'C952007998', 'C951954572', 'C951915759', 'C951937576', 'C951922979', 'C951928924', 'C613155', 'C803775', 'C796898', 'C772565', 'C785718', 'C803021', 'C753740', 'C753737', 'C635663', 'C952241286', 'C952179379', 'C952208002', 'C952253382', 'C952277721', 'C952286155', 'C952409762', 'C952523956', 'C952450843', 'C532778', 'C642684', 'C638477', 'C621248', 'C546726', 'C630202', 'C635662', 'C952102240', 'C952280312', 'C509873', 'C608223', 'C511384', 'C545326', 'C500423']",100
