DBRECORDID,TITLE,ABSTRACT,LANGUAGE,MESH,CHEM
M4203040,['Features suggesting curability in lymphoma and leukemia.'],,['eng'],"['Africa', 'Burkitt Lymphoma/drug therapy', 'Drug Therapy, Combination', 'Hodgkin Disease/drug therapy', 'Humans', 'Immunotherapy', 'Leukemia/drug therapy', 'Leukemia/therapy', 'Lymphoma/therapy', 'Remission, Spontaneous']",
M4203177,"[""Effect of water on the bacterial flora of swimmers' ears.""]",,['eng'],"['Bacillus/isolation & purification', 'Corynebacterium/isolation & purification', 'Diving', 'Ear Canal/microbiology', 'Enterobacter/isolation & purification', 'Escherichia/isolation & purification', 'Extraterrestrial Environment', 'Humans', 'Male', 'Micrococcus/isolation & purification', 'Otitis Externa/microbiology', 'Proteus/isolation & purification', 'Pseudomonas aeruginosa/isolation & purification', 'Serratia/isolation & purification', 'Staphylococcus/isolation & purification', 'Streptococcus/isolation & purification', 'Swimming', 'Water Supply']",
M4209570,"['Bloddyrkninger. Fund, metodik og tolkning']",,['dan'],"['Bacteria/isolation & purification', 'Bacteriological Techniques', 'Blood/microbiology', 'Culture Media', 'Escherichia coli/isolation & purification', 'Humans', 'Klebsiella/isolation & purification', 'Methods', 'Neisseria meningitidis/isolation & purification', 'Proteus/isolation & purification', 'Pseudomonas aeruginosa/isolation & purification', 'Salmonella/isolation & purification', 'Sepsis/diagnosis', 'Staphylococcus/isolation & purification', 'Streptococcus/isolation & purification']",['Culture Media']
M4210155,['Analysis of herbicides.'],,['eng'],"['Chromatography, Gas', 'Herbicides/analysis', 'Herbicides/isolation & purification', 'Methods', 'Pesticide Residues/analysis', 'Pesticide Residues/isolation & purification', 'Plants/analysis']","['Herbicides', 'Pesticide Residues']"
M4214739,['The behavioral repertoire of the squirrel monkey (Saimiri).'],,['eng'],"['Aggression', 'Animals', 'Animals, Newborn', 'Behavior, Animal', 'Coitus', 'Defecation', 'Drinking Behavior', 'Feeding Behavior', 'Female', 'Fingersucking', 'Grooming', 'Haplorhini', 'Humans', 'Labor, Obstetric', 'Locomotion', 'Male', 'Penis/physiology', 'Posture', 'Pregnancy', 'Sexual Behavior, Animal', 'Sucking Behavior', 'Terminology as Topic', 'Urination', 'Vomiting/veterinary']",
M4218421,['Bacterial density in operation wounds.'],,['eng'],"['Agar', 'Bacteria/isolation & purification', 'Citrobacter/isolation & purification', 'Enterococcus faecalis/isolation & purification', 'Escherichia coli/isolation & purification', 'Herniorrhaphy', 'Humans', 'Klebsiella/isolation & purification', 'Proteus vulgaris/isolation & purification', 'Sarcina/isolation & purification', 'Skin/microbiology', 'Staphylococcus/isolation & purification', 'Surgical Wound Infection/microbiology', 'Thyroidectomy']",['Agar (9002-18-0)']
M4219414,['[Hospital infections. 3. Pseudomonas aeruginosa infection].'],,['jpn'],"['Adult', 'Cross Infection', 'Humans', 'Infant', 'Pseudomonas Infections', 'Pseudomonas aeruginosa']",
M4221101,['Back pain: the problems of diagnosis.'],,['eng'],"['Back Pain/diagnosis', 'Back Pain/etiology', 'Humans']",
M4224121,['Emotion and low back pain.'],,['eng'],"['Back Pain/diagnosis', 'Back Pain/etiology', 'Emotions', 'Humans', 'Psychosomatic Medicine']",
M4224123,['Management of low back pain--the examination.'],,['eng'],"['Back Pain/diagnosis', 'Back Pain/diagnostic imaging', 'Back Pain/therapy', 'Female', 'Humans', 'Radiography']",
M4227014,['Low back pain. I. Diagnosis.'],,['eng'],"['Back Pain/diagnosis', 'Back Pain/diagnostic imaging', 'Back Pain/etiology', 'Humans', 'Radiography']",
M4227164,['Superficial white onychomycosis.'],,['eng'],"['Acremonium/isolation & purification', 'Aspergillus/isolation & purification', 'Fusarium/isolation & purification', 'Humans', 'Microscopy', 'Onychomycosis/etiology', 'Trichophyton/isolation & purification']",
M4228182,['Kindliche Chorea Huntington.'],,['ger'],"['Child', 'Diagnosis, Differential', 'Female', 'Humans', 'Huntington Disease/complications', 'Huntington Disease/diagnosis', 'Male', 'Mental Disorders/etiology']",
M4229088,['Dermato-allergie.'],,['fre'],"['Dermatitis, Occupational', 'Humans', 'Hypersensitivity', 'Skin Diseases']",
M4237351,['Rehabilitation management of the patient with low back pain.'],,['eng'],"['Back Pain/rehabilitation', 'Humans']",
M4237853,['Etude clinique et mycologique des intertrigos des pieds.'],,['fre'],"['Candida/isolation & purification', 'Candidiasis, Cutaneous/diagnosis', 'Epidermophyton/isolation & purification', 'Foot Dermatoses', 'Humans', 'Intertrigo/diagnosis', 'Intertrigo/etiology', 'Nails, Ingrown/diagnosis', 'Onychomycosis/diagnosis', 'Tinea Pedis', 'Trichophyton/isolation & purification']",
M4237899,['Les dorsalgies fonctionnelles.'],,['fre'],"['Back Pain', 'Humans', 'Psychophysiologic Disorders']",
M4238815,['Chronisch progressive Chorea bei zwei Schwestern ohne nachweisbare Heredität.'],,['ger'],"['Adult', 'Brain/diagnostic imaging', 'Cerebral Angiography', 'Chorea/diagnosis', 'Chorea/diagnostic imaging', 'Chorea/genetics', 'Chronic Disease', 'Diagnosis, Differential', 'Female', 'Genetic Diseases, Inborn/diagnosis', 'Humans', 'Huntington Disease/diagnosis', 'Middle Aged']",
M4244859,['Intensive exercises for the low back.'],,['eng'],"['Back', 'Back Pain/therapy', 'Exercise Therapy', 'Humans']",
M4245585,['The helminth parasites of nonhuman primates and man.'],,['eng'],"['Ancylostoma/isolation & purification', 'Animals', 'Ascaris/isolation & purification', 'Carrier State', 'Diagnosis, Differential', 'Haplorhini', 'Hominidae', 'Necator/isolation & purification', 'Nematoda/isolation & purification', 'Oesophagostomum/isolation & purification', 'Primates', 'Schistosoma/isolation & purification']",
M4248498,['Low back pain.'],,['eng'],"['Back Pain/diagnosis', 'Back Pain/etiology', 'Back Pain/therapy', 'Humans']",
M4254537,['Rapid liquid-chromatographic separation of steroids on columns heavily loaded with stationary phase.'],,['eng'],"['Alkanes', 'Androstanes/isolation & purification', 'Cholesterol/isolation & purification', 'Chromatography', 'Dehydroepiandrosterone/isolation & purification', 'Dihydrotestosterone/isolation & purification', 'Dioxins', 'Estradiol/isolation & purification', 'Estrone/isolation & purification', 'Formamides', 'Ketosteroids/isolation & purification', 'Mathematics', 'Methods', 'Methyltestosterone/isolation & purification', 'Progesterone/isolation & purification', 'Steroids/isolation & purification', 'Testosterone/isolation & purification']","['Alkanes', 'Androstanes', 'Dioxins', 'Formamides', 'Ketosteroids', 'Steroids', 'Dihydrotestosterone (08J2K08A3Y)', 'Estrone (2DI9HA706A)', 'Testosterone (3XMK78S47O)', 'Dehydroepiandrosterone (459AG36T1B)', 'Progesterone (4G7DS2Q64Y)', 'Estradiol (4TI98Z838E)', 'Cholesterol (97C5T2UQ7J)', 'Methyltestosterone (V9EFU16ZIF)']"
M4254743,['Column chromatography of steroids on Sephadex LH-20.'],,['eng'],"['17-Ketosteroids/isolation & purification', 'Androstanes/isolation & purification', 'Benzene', 'Chloroform', 'Cholesterol/isolation & purification', 'Chromatography, Gel', 'Dehydroepiandrosterone/isolation & purification', 'Dihydrotestosterone/isolation & purification', 'Estradiol/isolation & purification', 'Estriol/isolation & purification', 'Estrone/isolation & purification', 'Hydroxyprogesterones/isolation & purification', 'Methanol', 'Methods', 'Pregnanes/isolation & purification', 'Pregnenolone/isolation & purification', 'Progesterone/isolation & purification', 'Solvents', 'Steroids/isolation & purification', 'Sterols/isolation & purification', 'Testosterone/isolation & purification']","['17-Ketosteroids', 'Androstanes', 'Hydroxyprogesterones', 'Pregnanes', 'Solvents', 'Steroids', 'Sterols', 'Dihydrotestosterone (08J2K08A3Y)', 'Estrone (2DI9HA706A)', 'Testosterone (3XMK78S47O)', 'Dehydroepiandrosterone (459AG36T1B)', 'Progesterone (4G7DS2Q64Y)', 'Estradiol (4TI98Z838E)', 'Pregnenolone (73R90F7MQ8)', 'Chloroform (7V31YC746X)', 'Cholesterol (97C5T2UQ7J)', 'Estriol (FB33469R8E)', 'Benzene (J64922108F)', 'Methanol (Y4S76JWI15)']"
M4256242,['Erfahrungen mit der Tracheoflex -Kanüle bei intubationsnarkosen via Tracheostoma.'],,['ger'],"['Anesthesia, Endotracheal', 'Catheterization/instrumentation', 'Humans', 'Infant', 'Intubation, Intratracheal/instrumentation', 'Larynx/surgery', 'Methods', 'Trachea/surgery']",
M4257253,['Physiotherapy for low back pain patients. A critical look.'],,['eng'],"['Activities of Daily Living', 'Back Pain/therapy', 'Exercise Therapy', 'Humans', 'Physical Therapy Modalities', 'Traction']",
M4258143,['Criteria for return to work--low back pain.'],,['eng'],"['Back Pain/diagnosis', 'Back Pain/etiology', 'Back Pain/rehabilitation', 'Back Pain/surgery', 'Back Pain/therapy', 'Disability Evaluation', 'Humans', 'Occupational Diseases', 'Prognosis', 'Recurrence']",
M4259126,['The effect of intermittent feeding and fasting on the non-specific excitability level of the central nervous system in the rat.'],,['eng'],"['Age Factors', 'Animals', 'Body Weight', 'Central Nervous System/physiology', 'Fasting', 'Female', 'Higher Nervous Activity', 'Nutritional Physiological Phenomena', 'Rats']",
M4262335,['Voraussetzungen für eine Aufhebung der Impfpflicht gegen Pocken.'],,['ger'],"['Age Factors', 'Communicable Disease Control', 'Humans', 'Smallpox/prevention & control', 'Vaccination', 'World Health Organization']",
M4265243,['Trisomie 21 et trisomie 18 dans une même fratrie.'],,['fre'],"['Abnormalities, Multiple', 'Alopecia Areata/genetics', 'Child, Preschool', 'Chromosomes, Human, 16-18', 'Chromosomes, Human, 21-22 and Y', 'Cytogenetics', 'Down Syndrome/genetics', 'Female', 'Hepatitis/congenital', 'Humans', 'Infant', 'Karyotyping', 'Maternal Age', 'Mosaicism', 'Skull/abnormalities', 'Syndrome', 'Trisomy']",
M4265959,['ATP-ase-Bestimmungen im menschlichen Spermaplasma.'],,['ger'],"['Adenosine Triphosphatases/metabolism', 'Cell Movement', 'Humans', 'Male', 'Photometry', 'Semen/enzymology', 'Spermatozoa/physiology', 'Time Factors']",['Adenosine Triphosphatases (EC 3.6.1.-)']
M4266140,['Low back pain.'],,['eng'],"['Back Pain/diagnosis', 'Back Pain/therapy', 'Humans']",
M4266955,['Low back derangement.'],,['eng'],"['Back Pain/diagnosis', 'Back Pain/etiology', 'Back Pain/therapy', 'Humans', 'Intervertebral Disc Displacement/diagnosis']",
M4267790,['Wundabstriche bei orthopädischen Operationen.'],,['ger'],"['Bacteriological Techniques', 'Candida albicans/isolation & purification', 'Corynebacterium/isolation & purification', 'Escherichia coli/isolation & purification', 'Humans', 'Mycobacterium tuberculosis/isolation & purification', 'Neisseria/isolation & purification', 'Postal Service', 'Proteus/isolation & purification', 'Salmonella/isolation & purification', 'Staphylococcus/isolation & purification', 'Streptococcus/isolation & purification', 'Surgical Wound Infection/microbiology', 'Surgical Wound Infection/prevention & control', 'Switzerland', 'Time Factors']",
M4268057,['Albinismus und Myokardiopathie.'],,['ger'],"['Adolescent', 'Albinism/complications', 'Cardiomegaly/etiology', 'Cardiomyopathies/etiology', 'Cardiomyopathy, Hypertrophic/complications', 'Child', 'Congenital Abnormalities/complications', 'Electrocardiography', 'Female', 'Heart/diagnostic imaging', 'Heart Function Tests', 'Humans', 'Male', 'Radiography']",
M4268084,['Das Intelligenzprofil bei Kindern mit Trisomie 21.'],,['ger'],"['Adolescent', 'Auditory Perception', 'Child', 'Chromosomes, Human, 21-22 and Y', 'Down Syndrome', 'Humans', 'Intelligence', 'Intelligence Tests', 'Social Behavior', 'Speech Therapy', 'Trisomy', 'Visual Perception']",
M4270705,['Editorial: Sur le traitement des leucémies aiguës.'],,['fre'],"['Acute Disease', 'Humans', 'Leukemia/drug therapy', 'Leukemia/immunology', 'Leukemia/radiotherapy', 'Leukemia/therapy']",
M4273324,['Demonstration of adenosine triphosphatase activity in coated dense vesicles and membranes of specific granules in mammalian myocardium.'],,['eng'],"['Adenosine Triphosphatases/analysis', 'Animals', 'Guinea Pigs', 'Heart Atria/enzymology', 'Histocytochemistry', 'Microscopy, Electron', 'Myocardium/cytology', 'Myocardium/enzymology', 'Papillary Muscles/enzymology', 'Sarcoplasmic Reticulum/enzymology']",['Adenosine Triphosphatases (EC 3.6.1.-)']
M4278700,['Energy metabolism of golden hamsters adapted to intermittent fasting: influence of season and sex.'],,['eng'],"['Adaptation, Physiological', 'Animal Nutritional Physiological Phenomena', 'Animals', 'Body Weight', 'Cricetinae/metabolism', 'Energy Metabolism', 'Fasting', 'Oxygen Consumption', 'Seasons', 'Sex Factors', 'Time Factors']",
M4280596,['Psychiatric aspects of low back pain.'],,['eng'],"['Anxiety/complications', 'Attitude to Health', 'Back Pain/complications', 'Back Pain/therapy', 'Conversion Disorder/complications', 'Depression/complications', 'Humans', 'Lumbosacral Region/physiopathology', 'Physical Therapy Modalities', 'Professional-Patient Relations', 'Psychophysiologic Disorders']",
M4284064,['Les infections à myxovirus.'],,['fre'],"['Humans', 'Orthomyxoviridae Infections']",
M4285679,['Influence of urine on viruses.'],,['eng'],"['Adenoviridae/isolation & purification', 'Animals', 'Arboviruses/isolation & purification', 'Culture Media', 'Cytomegalovirus/isolation & purification', 'Enterovirus/isolation & purification', 'Humans', 'Hypothermia, Induced', 'In Vitro Techniques', 'Measles virus/isolation & purification', 'Milk', 'Mumps virus/isolation & purification', 'Orthomyxoviridae/isolation & purification', 'Simplexvirus/isolation & purification', 'Urine', 'Vaccinia virus/isolation & purification', 'Virus Cultivation']",['Culture Media']
M4291125,['Klinik und Therapie der sog. Contergan-Polyneuropathie.'],,['ger'],"['Adult', 'Aged', 'Central Nervous System Diseases/physiopathology', 'Female', 'Humans', 'Male', 'Middle Aged', 'Nerve Degeneration', 'Peripheral Nervous System Diseases/physiopathology', 'Polyneuropathies/chemically induced', 'Polyneuropathies/diagnosis', 'Polyneuropathies/drug therapy', 'Thalidomide/adverse effects', 'Vitamin B Complex/therapeutic use']","['Vitamin B Complex (12001-76-2)', 'Thalidomide (4Z8R6ORS6L)']"
M4295227,['The metabolism of 11-dehydrocorticosterone by frog adrenal glands.'],,['eng'],"['Adrenal Glands/metabolism', 'Adrenocorticotropic Hormone/pharmacology', 'Aldosterone/biosynthesis', 'Animals', 'Anura', 'Carbon Isotopes', 'Chromatography, Paper', 'Chromatography, Thin Layer', 'Corticosterone/metabolism', 'Female', 'Male', 'Tritium', 'Ultraviolet Rays']","['Carbon Isotopes', 'Tritium (10028-17-8)', 'Aldosterone (4964P6T9RB)', 'Adrenocorticotropic Hormone (9002-60-2)', 'Corticosterone (W980KJ009P)']"
M4296770,['Postpartale Stoffwechselsituation bei Diabetes mellitus.'],,['ger'],"['Adrenocorticotropic Hormone/secretion', 'Carbohydrate Metabolism', 'Female', 'Glucocorticoids/secretion', 'Humans', 'Hypopituitarism/complications', 'Insulin/administration & dosage', 'Insulin/metabolism', 'Labor, Obstetric', 'Pituitary Hormones, Anterior/secretion', 'Postpartum Period', 'Pregnancy', 'Pregnancy in Diabetics/metabolism', 'Puerperal Disorders/prevention & control']","['Glucocorticoids', 'Insulin', 'Pituitary Hormones, Anterior', 'Adrenocorticotropic Hormone (9002-60-2)']"
M4299762,['Potentiation of muscle relaxants by quinidine.'],,['eng'],"['Acetylcholine', 'Action Potentials/drug effects', 'Animals', 'Cats', 'Cholinesterase Inhibitors/pharmacology', 'Drug Synergism', 'Muscles/pharmacology', 'Neuromuscular Junction/drug effects', 'Protein Binding', 'Quinidine/pharmacology', 'Rats', 'Sensory Receptor Cells/drug effects', 'Synaptic Transmission/drug effects']","['Cholinesterase Inhibitors', 'Quinidine (ITX08688JL)', 'Acetylcholine (N9YNS0M02X)']"
M4313246,['Microbiological aspects of radiopasteurized chicken. NYO-3733-3.'],,['eng'],"['Alcaligenes/isolation & purification', 'Animals', 'Chickens/radiation effects', 'Clostridium botulinum/isolation & purification', 'Clostridium perfringens/isolation & purification', 'Enterobacter/isolation & purification', 'Escherichia/isolation & purification', 'Flavobacterium/isolation & purification', 'Food Irradiation', 'Food Microbiology', 'Micrococcus/isolation & purification', 'Poultry Products', 'Pseudomonas/isolation & purification', 'Salmonella/isolation & purification', 'Sarcina/isolation & purification', 'Staphylococcus/isolation & purification', 'Streptococcus/isolation & purification']",
M4314713,['Isolation of anaerobic bacteria from clinical specimens.'],,['eng'],"['Abscess/microbiology', 'Bacteria/isolation & purification', 'Bacteriological Techniques', 'Bacteroides/isolation & purification', 'Body Fluids/microbiology', 'Clostridium/isolation & purification', 'Clostridium perfringens/isolation & purification', 'Corynebacterium/isolation & purification', 'Culture Media/isolation & purification', 'Fusobacterium/isolation & purification', 'Humans', 'Peptococcus/isolation & purification', 'Peptostreptococcus/isolation & purification', 'Surgical Wound Infection/microbiology', 'Wounds and Injuries/microbiology']",['Culture Media']
M4319736,['[Corona virus].'],,['jpn'],"['Animals', 'Common Cold/microbiology', 'Humans', 'Mice', 'Murine hepatitis virus', 'RNA Viruses/immunology', 'RNA Viruses/pathogenicity', 'Virus Cultivation', 'Virus Diseases']",
M4324109,['Immunologische Tumortherapie.'],,['ger'],"['Animals', 'BCG Vaccine', 'Humans', 'Immune Tolerance', 'Immunity, Active', 'Immunity, Cellular', 'Immunity, Maternally-Acquired', 'Immunization', 'Immunization, Passive', 'Immunogenetics', 'Immunosuppressive Agents/therapeutic use', 'Mice', 'Neoplasm Transplantation', 'Neoplasms/immunology', 'Neoplasms/therapy', 'Oncogenic Viruses', 'RNA, Neoplasm', 'Viruses']","['BCG Vaccine', 'Immunosuppressive Agents', 'RNA, Neoplasm']"
M4326436,"['Fine structural and enzymehistochemical observations on the notochord of Ichthyophis glutinosus and Ichthyophis kohtaoensis (Gymnophiona, Amphibia).']",,['eng'],"['Acid Phosphatase/analysis', 'Amphibians', 'Animals', 'Anisoles/analysis', 'Collagen', 'Cytoplasmic Granules', 'Embryo, Nonmammalian/cytology', 'Embryo, Nonmammalian/enzymology', 'Endoplasmic Reticulum', 'Esterases/analysis', 'Glycogen', 'Histocytochemistry', 'Histology, Comparative', 'Inclusion Bodies', 'Indoles/analysis', 'Lysosomes', 'Microscopy, Electron', 'Naphthalenes/analysis', 'Sharks']","['Anisoles', 'Indoles', 'Naphthalenes', 'Glycogen (9005-79-2)', 'Collagen (9007-34-5)', 'Esterases (EC 3.1.-)', 'Acid Phosphatase (EC 3.1.3.2)']"
M4326445,['Group separation of delta4-3-oxosteroids and delta5-3beta-hydroxysteroids by chromatography on digitonin-silica thin layers.'],,['eng'],"['17-Ketosteroids/isolation & purification', 'Aldosterone/isolation & purification', 'Androstanes/isolation & purification', 'Carbon Isotopes', 'Cholesterol/isolation & purification', 'Chromatography, Thin Layer', 'Estranes/isolation & purification', 'Estrogens/isolation & purification', 'Gels', 'Glucocorticoids/isolation & purification', 'Hydrocortisone/isolation & purification', 'Ketosteroids/isolation & purification', 'Methods', 'Pregnanes/isolation & purification', 'Pregnenolone/isolation & purification', 'Progesterone/isolation & purification', 'Saponins', 'Silicon Dioxide', 'Sterols/isolation & purification', 'Testosterone/isolation & purification', 'Tritium']","['17-Ketosteroids', 'Androstanes', 'Carbon Isotopes', 'Estranes', 'Estrogens', 'Gels', 'Glucocorticoids', 'Ketosteroids', 'Pregnanes', 'Saponins', 'Sterols', 'Tritium (10028-17-8)', 'Testosterone (3XMK78S47O)', 'Aldosterone (4964P6T9RB)', 'Progesterone (4G7DS2Q64Y)', 'Pregnenolone (73R90F7MQ8)', 'Silicon Dioxide (7631-86-9)', 'Cholesterol (97C5T2UQ7J)', 'Hydrocortisone (WI4X0X7BPJ)']"
M4327818,['Paragrippoznaia infektsiiia.'],,['rus'],"['Nursing', 'Paramyxoviridae Infections']",
M4334580,"['The fine structure of the endocrine pancreatic cells of Ichthyophis kohtaoensis (Gymnophiona, amphibia).']",,['eng'],"['Amphibians/anatomy & histology', 'Animals', 'Cytoplasmic Granules', 'Inclusion Bodies', 'Lipids', 'Microscopy, Electron', 'Mitochondria', 'Pancreas/cytology']",['Lipids']
M4338697,['Microbial flora of imported marmosets: viruses and enteric bacteria.'],,['eng'],"['Animals', 'Enterobacter/isolation & purification', 'Enterobacteriaceae/isolation & purification', 'Escherichia/isolation & purification', 'Haplorhini', 'Herpesviridae/isolation & purification', 'Monkey Diseases/microbiology', 'Orthomyxoviridae/isolation & purification', 'Parainfluenza Virus 1, Human/isolation & purification', 'Pharynx/microbiology', 'Proteus/isolation & purification', 'Pseudomonas/isolation & purification', 'RNA Viruses/isolation & purification', 'Rectum/microbiology', 'Reoviridae/isolation & purification', 'Respirovirus/isolation & purification', 'Salmonella/isolation & purification', 'Shigella/isolation & purification', 'Simplexvirus/isolation & purification']",
M4346501,['Uber Kanälchenzellen und dunkle Zellen im Nephron von Anuren.'],,['ger'],"['Animals', 'Anura', 'Bufonidae', 'Cytoplasm', 'Dihydrolipoamide Dehydrogenase/analysis', 'Epithelial Cells', 'Histocytochemistry', 'Histology, Comparative', 'Kidney/cytology', 'Microscopy, Electron', 'Mitochondria', 'Mucus', 'NAD', 'Nephrons/cytology', 'Nephrons/enzymology', 'Rana esculenta', 'Ranidae', 'Succinate Dehydrogenase/analysis']","['NAD (0U46U6E8UK)', 'Succinate Dehydrogenase (EC 1.3.99.1)', 'Dihydrolipoamide Dehydrogenase (EC 1.8.1.4)']"
M4362878,['Colonization patterns of aerobic gram-negative bacteria in the cloaca of Rana pipiens.'],,['eng'],"['Aerobiosis', 'Aeromonas/isolation & purification', 'Animal Feed', 'Animals', 'Anura', 'Bacteria/isolation & purification', 'Cloaca/microbiology', 'Enterobacter/isolation & purification', 'Enterobacteriaceae/isolation & purification', 'Escherichia coli/isolation & purification', 'Hibernation', 'Housing, Animal', 'Insecta', 'Klebsiella pneumoniae/isolation & purification', 'Proteus/isolation & purification', 'Proteus mirabilis/isolation & purification', 'Proteus vulgaris/isolation & purification', 'Pseudomonas/isolation & purification', 'Rana pipiens', 'Salmonella/isolation & purification', 'Serratia/isolation & purification', 'Water Microbiology']",
M4363259,['Pflegeablauf und Dienstplangestaltung auf Kinderkrankenstationen.'],,['ger'],"['Child, Hospitalized', 'Germany, West', 'Hospital Units', 'Humans', 'Mother-Child Relations', 'Nursing', 'Nursing Staff, Hospital/supply & distribution', 'Pediatric Nursing']",
M4364852,['The fine structure of the digital pads of rhacophorid tree frogs.'],,['eng'],"['Adaptation, Biological', 'Animals', 'Anura/anatomy & histology', 'Cytoplasmic Granules', 'Exocrine Glands/cytology', 'Inclusion Bodies', 'Lizards', 'Microscopy, Electron', 'Microscopy, Electron, Scanning', 'Mitochondria, Muscle', 'Muscle, Smooth/cytology', 'Ribosomes', 'Species Specificity', 'Toes/cytology', 'Toes/innervation']",
M4366591,['Pathologisch-anatomische Bemerkungen zum Problem der Nachsorge bei Geschwülsten der Nieren und des ableitenden Harnsystems'],,['ger'],"['Adenocarcinoma/pathology', 'Aftercare', 'Body Temperature', 'Brain Neoplasms/etiology', 'Erythrocyte Count', 'Hemoglobins', 'Humans', 'Kidney Neoplasms/pathology', 'Lung Neoplasms/etiology', 'Neoplasm Metastasis', 'Urethral Neoplasms/pathology']",['Hemoglobins']
M4367784,['[Electron microscopic identification of several respiratory viruses].'],,['chi'],"['Adenoviridae/isolation & purification', 'Coronaviridae/isolation & purification', 'DNA Viruses/isolation & purification', 'Enterovirus/isolation & purification', 'Herpesviridae/isolation & purification', 'Humans', 'Microscopy, Electron', 'Orthomyxoviridae/isolation & purification', 'Paramyxoviridae/isolation & purification', 'RNA Viruses/isolation & purification', 'Reoviridae/isolation & purification', 'Respiratory Tract Infections/microbiology', 'Rhinovirus/isolation & purification']",
M4373839,['The normal microbial flora of the skin.'],,['eng'],"['Adult', 'Animals', 'Bacteria/isolation & purification', 'Bacteriophages/isolation & purification', 'Candida/isolation & purification', 'Corynebacterium/isolation & purification', 'Ecology', 'Fungi/isolation & purification', 'Hair/microbiology', 'Humans', 'Malassezia/isolation & purification', 'Micrococcus/isolation & purification', 'Mites', 'Propionibacterium acnes/isolation & purification', 'Simplexvirus/isolation & purification', 'Skin/microbiology', 'Skin/parasitology', 'Staphylococcus/isolation & purification', 'Viruses']",
M4378270,['Porphyria precipitated by fasting.'],,['eng'],"['Adolescent', 'Fasting/adverse effects', 'Humans', 'Male', 'Porphobilinogen/blood', 'Porphyria, Acute Intermittent/blood', 'Porphyria, Acute Intermittent/etiology']",['Porphobilinogen (74KHC72QXK)']
M4379890,"[""Le epistassi come causa di alterazioni dell'equilibrio bioumorale in corso di diverse sindromi morbose.""]",,['ita'],"['Adult', 'Aged', 'Diabetes Complications', 'Epistaxis/complications', 'Female', 'Humans', 'Hypertension/complications', 'Liver Cirrhosis/complications', 'Male', 'Middle Aged']",
M4381158,['Changes in incidence and aetiology of bacteraemia arising in hospital practice.'],,['eng'],"['Bacteroides/isolation & purification', 'Cross Infection', 'Escherichia coli/isolation & purification', 'Hospitals', 'Humans', 'Klebsiella/isolation & purification', 'Proteus/isolation & purification', 'Pseudomonas/isolation & purification', 'Retrospective Studies', 'Salmonella/isolation & purification', 'Sepsis/epidemiology', 'Sepsis/etiology', 'Sepsis/microbiology', 'Sepsis/mortality', 'Staphylococcus/isolation & purification', 'Streptococcus/isolation & purification', 'Streptococcus pneumoniae/isolation & purification', 'United Kingdom']",
M4382674,['Bacterial-viral interrelations in respiratory infections of children.'],,['eng'],"['Bronchitis/microbiology', 'Child, Preschool', 'Enterobacter/isolation & purification', 'Escherichia coli/isolation & purification', 'Haemophilus influenzae/isolation & purification', 'Hemagglutination Inhibition Tests', 'Humans', 'Infant', 'Mycoplasma/isolation & purification', 'Pneumonia/microbiology', 'Pseudomonas/isolation & purification', 'Respiratory Tract Infections/microbiology', 'Respirovirus/isolation & purification', 'Staphylococcus/isolation & purification', 'Streptococcus/isolation & purification', 'Streptococcus pneumoniae/isolation & purification']",
M4383426,['The potentiation of neuromuscular blocking agents by quinidine.'],,['eng'],"['Animals', 'Cats', 'Decamethonium Compounds/pharmacology', 'Diaphragm', 'Drug Synergism', 'Gallamine Triethiodide/pharmacology', 'Ganglionic Blockers/pharmacology', 'In Vitro Techniques', 'Muscles/pharmacology', 'Neuromuscular Junction/drug effects', 'Phrenic Nerve', 'Quinidine/pharmacology', 'Rats', 'Sciatic Nerve', 'Succinylcholine/pharmacology', 'Tubocurarine/pharmacology']","['Decamethonium Compounds', 'Ganglionic Blockers', 'Quinidine (ITX08688JL)', 'Succinylcholine (J2R869A8YF)', 'Gallamine Triethiodide (Q3254X40X2)', 'Tubocurarine (W9YXS298BM)']"
M4385780,"['Cytochemical and ultrastructural observations on the argentaffin and argyrophil cells of the gastro-intestinal tract in mammals, and their place in the APUD series of polypeptide-secreting cells.']",,['eng'],"['Animals', 'Cholinesterases/analysis', 'Chromaffin System/cytology', 'Dihydroxyphenylalanine/metabolism', 'Dogs', 'Duodenum', 'Esterases/analysis', 'Glucosephosphate Dehydrogenase/analysis', 'Guinea Pigs', 'Histocytochemistry', 'Histology, Comparative', 'Ileum', 'Intestine, Small/anatomy & histology', 'Jejunum', 'Mice', 'Microscopy, Electron', 'Microscopy, Fluorescence', 'NADP/analysis', 'Peptides/metabolism', 'Rats', 'Stomach/anatomy & histology']","['Peptides', 'NADP (53-59-8)', 'Dihydroxyphenylalanine (63-84-3)', 'Glucosephosphate Dehydrogenase (EC 1.1.1.49)', 'Esterases (EC 3.1.-)', 'Cholinesterases (EC 3.1.1.8)']"
M4386670,['The role of corticosterone and 11-dehydrocorticosterone in the biosynthesis of aldosterone.'],,['eng'],"['Adrenal Glands/metabolism', 'Aldosterone/biosynthesis', 'Animals', 'Chromatography, Thin Layer', 'Corticosterone/metabolism', 'NADP/metabolism', 'Rabbits', 'Tritium']","['Tritium (10028-17-8)', 'Aldosterone (4964P6T9RB)', 'NADP (53-59-8)', 'Corticosterone (W980KJ009P)']"
